id	thread_id	source_id	body	user_name	last_edited	upvotes	downvotes
10	1	1	"Should three-phase trials be abandoned? Andrew V Metcalfe, an associate professor in statistics at the University of Adelaide, asks this in response to the death of a manlast month during a drug trial in France.  BBC news health editor James Gallagher described the death in his report as ""the bitter price of the new medicines we take for granted."" He concludes: ""Testing such experimental drugs, at the cutting edge of science, can never be completely risk-free.""  Professor Metcalfe, responding to a paper on thebmj.com, argues that biotrial phase I trial of an experimental drug has shown that while the risk may be small the consequences can be tragic.  Using biometric information such as DNA profiles would shift the emphasis from the estimation of the average effects of a new treatment to the prediction of its effects on specific patients, he concludes.-2ywt0"	David Payne	22/2/2016 1:56 PM	1	0
11	1	1	It is indeed high time to abolish phase 3 trials, not all at once but allowing proper comparison of present regulatory regime with allowing patients who so wish to have the medicine at the end of Phase 2  Lachmann, P. J. (2012). The penumbra of thalidomide, the litigation culture and the licensing of pharmaceuticals. Quarterly Journal of Medicine. doi:10.1093/qjmed/hcs148	pjl1000	19/5/2016 2:36 PM	0	0
12	1	1	"""DNA profiles""surely don't tell anyone 100% about individual risk , even if we spend most of our time flying endlessly around fruit.-nr"	rcdeacon	21/5/2016 8:47 PM	0	0
13	1	1	The answer is yes, it is about time to abandon phase 3 clinical trials.   It is perhaps also a good time to abandon pharmaceutical marketing campaigns disguised as phase 4 clinical trials.   Randomized clinical trials are the best source of high quality evidence according to the foundations of evidence based medicine (EBM). However, the pyramid of EBM is not supported by evidence (i.e., data) and opinion polls are not evidence anyway (the earth was the center of the universe 500 years ago).   References     Ramirez, Jorge H (2015): Evidence Live 2015: Hierarchical levels of evidence based medicine are incorrect.. figshare. https://dx.doi.org/10.6084/m9.figshare.1286767.v1      Ramirez, Jorge H (2014): Clinical trials, observational studies and meta-analysis: PubMed Trends. figshare. https://dx.doi.org/10.6084/m9.figshare.1122534.v1	Jorge Ramirez	22/5/2016 6:56 AM	0	0
14	2	1	Article in BMJ of 30th April 2016 by Dr Margaret McCarney on the NHS England 56 page document 'General Practice Forward View.   She makes several salient points.   Spending money on non-evidence based interventions leads to harms: it wastes time and energy.   Two elephant sized omissions   Lack of cost effectiveness of the Care Quality Commission and the urgent needs to stop doing things that don't work, What about ditching the Health and Social Care Act an stopping unnecessary screening?   I recomend the article-7vn3	PatLush	21/5/2016 11:05 PM	0	0
15	3	1	NHS England have produced a 56 page article 'General Practice Forward View'. There is comment on this by Dr Margaret McCartney in the BMJ of 30th April 2016. She makes several salient points.   Spending money on non-evidence based interventions leads to multiple harms: it wastes time and energy and disrupts the NHS.   30 m on acceleration towards a paper free environment, where is he evidence of benefit ?   45 on increasing online consultations, where is the evidence of benefit ?   ... and two elephant sided holes , lack of cost effectiveness of Care Quality Commission.   and the urgent need to stop doing things that don't work, Health and Social Care Act, unnecessary and un proven screening and unnecessary targets.   I only do a few out of hours sessions now. I do worry about General Practice. The almost universal reason that I see patients in OOH is that they could not get a timely appointment with their GP. GP are so busy chasing targets that there is little time left to see ill patients. Prevention may be better than cure . But some times a cure is good and we are all mortal.-fv5a2	PatLush	21/5/2016 10:52 PM	0	0
16	4	1	An 82 year old man with a 40 pack year smoking history was referred for chest radiography by his general practitioner because of haemoptysis associated with unintentional weight loss over the past few months.          What is the abnormality seen on this chest radiograph?-wkh	BMJ Education	22/3/2016 6:45 PM	2	0
17	4	1	Hyperinflation right lung, diffuse opacity left upper zone, but an apparent 'space occupying lesion' in the right upper mediastinum causing tracheal deviation to the left.   Bronchial carcinoma, right main bronchus, compressing the bronchus.   The left opacity has a medial rim, as if there was air there, but I can't explain that, nor think what the opacity is. Can't be pleural fluid, if the X-ray was taken upright. Posterior pleural thickening?   John-khm6	John D	23/3/2016 11:13 AM	2	0
18	4	1	Mass in the upper mediastinum pushing the left main bronchus to the left with collapse and pulling of left hilum Convex border of right main bronchus..The carina is not in position.Left pleural effusion is present.Superior Venacava is distended.Mass apex rt lung with ?Hoerner's syndrome /superior venacaval obstruction syndrome.-mzi2	Dr.Chid	24/3/2016 6:17 AM	2	0
19	4	1	Collapse of left upper lobe.?bronchial tumour-left upper lobe bronchus	kandas	30/3/2016 2:28 PM	2	0
20	4	1	Thank you to everyone who posted.  The answer is:Left upper lobe collapse probably as a result of hilar bronchogenic carcinoma.  The plain film chest radiograph shows the characteristic radiological features of left upper lobe collapse (fig 2): a mediastinal shift to the left side with volume loss in the left hemithorax. Note the hilar and left diaphragmatic elevation associated with a veil-like increased density of the left upper lobe sparing the lingula (the left heart border is clearly seen suggesting that the lingula is aerated). The most likely diagnosis in an adult with a collapsed upper lobe is that of a central obstructing tumour, and this was confirmed in this patient.       Fig 2Plain film chest radiograph showing veil-like opacity in the left upper zone. Note the deviation of the left hilum and the loss of clarity of the hilar outline secondary to the adjacent collapse (black arrows)  You can see more Education articles fromThe BMJhere-bfz66aja5wh034023	BMJ Education	6/4/2016 3:42 PM	0	0
21	5	1	"Is allowing a patient to choose the ethnicity of his of her attending doctor institutional racism? Nadeem Moghal asked this in a personal view published by The BMJ more than two years ago, but the debate continues in recent responses to the article.      To cut a long story short, Moghal's employer complied with a family's refusal to have care to their child delivered by black or other minority ethnic doctor, but staff successfully challenged the decision when it came to light.      The hospital's unwitting thoughtlessness, argues the author, falls foul of recommendation's made in The Macpherson Report into the Metropolitan Police's murdery inquiry following the death of black teenager Stephen Lawrence in the 1990s.     One response to Moghal's article recalls how in 1963, a nurse of Indian origin was told by three people in A&E that ""they preferred to be treated by one of their own.""      A second doctor asks for advice after hearing that a nursing home patient had told an Asian nurse only to send white doctors and nurses to deliver care .      Two years on, and medical student Mohammed Sajid reignites the debate in a response from the Czech Republic, reporting hostility towards Muslim staff and students     Jog Anand replies thus, expanding the debate into choosing the gender of a clinician:      1. Assuming the patient is a minor and critically ill, I for one would agree to the guardian's choice - rather than see the child die.   2.Regardless of religion, if a woman patient requests treatment by a woman doctor ( emergency or "" cold"" case), again I would agree to the request.      Jog's arguments are persuasive, but perhaps not when you consider the conclusion to Moghal's 2014 article:      ""I will always believe that what had gone on was a worthy subject for internal whistleblowing. The key lesson is that immediately confronting and standing up to racists rather than enabling them must be the first step to building equitable organisations. Organisations and especially their leaders must learn; Stephen Lawrence has much to teach us all.""      I find the personal experiences in the article's response string really powerful.-3u0d9e0jyidp1npgvgd1gd40a2dx"	David Payne	1/4/2016 1:33 PM	0	0
22	5	1	Thank you for raising this again, David.     I am amazed that any Trust, surgery or Clinic would make such an undertaking.  For wholly practical reasons, and ignoring the ethical and moral arguments, how can they be sure that a doctor or nurse of the precise background demanded by the patient, and of appropriate training and experience will be available?   And the same applies on gender.   In most circumstances, a chaperone of the appropriate sex may be easier for a hard-pressed department to provide than superimposing that requirement on top of the necessary training and skills.   John-jtpb5f8n	John D	1/4/2016 2:37 PM	0	0
23	5	1	Thanks John - yes, I too worry about the logistics here, leaving aside all the moral and ethical issues.   In many ways this issue reminds me of a discussion we had some years ago, when a Jewish doctor declined to treat a patient with a Nazi tattoo.   Again, a very good exchange of views.  http://doc2doc.bmj.com/forums/bmj_bmj_jewish-surgeon-patient-nazi-tattoo-1u	David Payne	1/4/2016 2:58 PM	0	0
24	5	1	For a whole variety of reasons , I can envisage circumstances where I would decline to be treated by a doctor wearing a facial veil all the time. These reasons are not primarily sexist or religious (I would have the same feeling about a doctor wearing a Balaclava and other items of highly inappropriate dress hampering recognition and facial expression. Surgical masks are not the same as veils and most times I have been through theatres there have been times when I have met the individuals concerned without them.	sken	3/4/2016 1:54 PM	0	0
25	6	1	How worried are you about the Zika virus? We're having daily meetings here at BMJ to discuss how we cover this global state of emergency in terms of providing information to clinicians?   We've created this page: bmj.com/freezikaresourceswith lots of links to information about the virus.   Let us know what you think? Are the FAQs meaningful? Have we missed anything? We'll be updating the page as more information comes to light.-1q	David Payne	9/2/2016 10:23 AM	2	0
26	6	1	This is a mosquito - borne infection, the virus is a member of the genus Flavavirus, first isolated from a monkey in the Zika forest of Uganda 1947   There is now a dramatic increase of the number of cases affected in more than 10 countries worldwide   Symptoms are usually mild , but the most serious manifistation is microcephaly in pregnanncy; till now as far asI know 6 cases have been diagnosed with Zika virus infection in UK   No vaccine have been developed yet to protect from Zika virus infection; but what are the precautions taken by the Health Authorities in UK to control spread of infection apart from advice to travellers to affected countries , bearing in mind that, there is evidence of sexual transmission of the virus ?-dv	alaminium	9/2/2016 11:30 PM	3	0
27	6	1	Thanks alaminium for your response. Do take a look at the page (bmj.com/freezikaresources) and see if there are any questions we haven't covered and feel that we should.	David Payne	10/2/2016 10:30 AM	1	0
28	6	1	Thank you David - that does add to my knowledge of Zika.   I only looked after I posted about the Olympic Games, so my fears for my potential, and unconceived as yet, grandchildren are allayed. http://doc2doc.bmj.com/forums/open-clinical_general-clinical_zika-rio-games  But as Sabreena asked - should the Games continue, and inevitably spread Zika throughout the semi-tropical world?  I don't suppose that the BMA/J can answer that one.   John-rxlb0l4cb8i	John D	10/2/2016 2:28 PM	0	0
29	6	1	Thanks John D - I realise we haven't covered the Olympics angle in our resources. Thanks to youand Sabreena for flagging.   I'll raise at our next Zika meeting on Friday.            In Response to Re: Do you have enough information about the Zika virus?:   Thank you David - that does add to my knowledge of Zika.   I only looked after I posted about the Olympic Games, so my fears for my potential, and unconceived as yet, grandchildren are allayed. http://doc2doc.bmj.com/forums/open-clinical_general-clinical_zika-rio-games  But as Sabreena asked - should the Games continue, and inevitably spread Zika throughout the semi-tropical world?  I don't suppose that the BMA/J can answer that one.   John       Posted by John D-2ctdd9kb0l4cb8ib5	David Payne	10/2/2016 2:37 PM	1	0
30	6	1	"In Response to Do you have enough information about the Zika virus?:   How worried are you about the Zika virus? We're having daily meetings here at BMJ to discuss how we cover this global state of emergency in terms of providing information to clinicians?   We've created this page: bmj.com/freezikaresourceswith lots of links to information about the virus.   Let us know what you think? Are the FAQs meaningful? Have we missed anything? We'll be updating the page as more information comes to light.   Posted by David Payne  Hello David:  Thank you for your post!  Im a physician working and living in Rio de Janeiro, the second crowdest city in Brazil and the ""London City of the Olympic Games!"". I wish I had all the certainties that Alaminum has about this ZIKA epidemic. I feel at loss even regarding the etiologic role of this mosquito for microcephalia.  I know that in Measless we had a wonderful response with successive years from massive vaccination of succeptibles. We in Brazil have no more Measless now for decades!  I feel that we need a global non-bureaucratic course of action - I do not trust WHO for those actions. I think they are quite slow.  Brazilian Severe Economic and Political Crisis should be taken into account. Rescue should come by International Means, and Recognized by Scientifically sound Medical Authorithies. Our Federal Government is Completely Paralysed by an Impeacheament process, albeit it will deny it.   Sabreena Malik can talk to you about me.  Sorry that we are in such a critical ICU condition.  All Best,  Sincerely,  Joey-dl5b029"	Joey Rio	11/2/2016 5:06 AM	1	0
31	6	1	I am afraid not.  http://www.bmj.com/content/352/bmj.i630/rr	Jorge Ramirez	11/2/2016 10:32 AM	1	0
32	6	1	In Response to Re: Do you have enough information about the Zika virus?:   I am afraid not.  http://www.bmj.com/content/352/bmj.i630/rr   Posted by Jorge Ramirez  Dear Jorge:  Thank you for your post and LINK to your response on BMJ about VACCINATION.  Highly Suggest everyone interested reading it!  All Best,  Joey.	Joey Rio	11/2/2016 11:09 AM	1	0
33	6	1	Doctors should know what types of mosquitos carry Zika and how else it is spread. They should know signs and symptoms and the period for onset. They should know what other diseases those mosquitos carry and if they have those types of mosquitos in their jurisdiction. They should be sure to ask symptomatic or worried patients where else patients have been. I suggest contacting local mosquito control authority as well as public health epidemiologist with expertise in vector borne diseases. If physicians fail to order appropriate lab tests, cases will go undetected. We should all me acutely aware of mosquito borne diseases, what types of mosquitos carry which viruses, symptoms, diagnostic tests and treatment to prevent death and suffering. We should admonish patients to protect themselves and their loved ones adequately to minimize exposure and risk.-9w	Lsnow	11/2/2016 2:42 PM	0	0
34	6	1	In Response to Re: Do you have enough information about the Zika virus?:   Doctors should know what types of mosquitos carry Zika and how else it is spread. They should know signs and symptoms and the period for onset. They should know what other diseases those mosquitos carry and if they have those types of mosquitos in their jurisdiction. They should be sure to ask symptomatic or worried patients where else patients have been. I suggest contacting local mosquito control authority as well as public health epidemiologist with expertise in vector borne diseases. If physicians fail to order appropriate lab tests, cases will go undetected. We should all me acutely aware of mosquito borne diseases, what types of mosquitos carry which viruses, symptoms, diagnostic tests and treatment to prevent death and suffering. We should admonish patients to protect themselves and their loved ones adequately to minimize exposure and risk.   Posted by Lsnow  I dont know who you are. But I have treated patients with THREE full developed episodes of DENGUE, am not a still in-training junior doctor, and have the knowledge of the mosquitos epidemiology&pathobiology. Having said that, I have the right to expect a better job from WHO authorithies, as well as, the government (Not Only Doctors) authorithies where I live.  The audience of doc2doc is a highly connected one. With all my respect, maybe you should take another look at the results of the above poll.  Sincerely,  Joey-m22b41a1an7960	Joey Rio	11/2/2016 7:20 PM	0	0
35	7	1	"The BMJ'sjournal watch blogger Richard Lehman suggests ditching the term hospice on the grounds that ""it carries an unmistakable whiff of medieval incense and the Crusades.""  In the UK, he argues in his latest blog, many of them bear the names of Christian saints, addding: ""No wonder you hardly ever see a Muslim patient in a hospice; and I know many atheists who view them with suspicion.""  I'm a big fan of hospices. My sister works in one and our late mother attended it in the months before her death, reluctantly at first as she wasn't sure what it would entail. The team there was an incredible source of support to her and to her children, but like Richard I don't like the word. It sounds so antiquated somehow.  The problem is, I can't think of another name.-md"	David Payne	24/2/2016 10:15 AM	1	0
36	7	1	"David - Many thanks. An interesting point - should we ditch "" hospital"" as well at the same time? I think the connotations of ""hospice"" are appropriate and reflects their development and what they are. Changing the name would certainly be fashoinable - Society seems completely out of touch with the idea of calling a spade a spade .   The problem for hospices is in large part their roots are based in religion . This might not matter in the UK as religion is as much a cultural attitude rather than a system of belief. To some extent this is in line with CoE primary schools. It may be difficult for those with a strong other faith to grasp and understand this. There is also the problem that they are not part of the NHS in the same way as are hospitals - funding from the public is crucial and it may be in part that the idea of ""hospice"" encourages charitable donations , apart from the feel good factor and the I-might-need-it-one-day prompts. Failure to provide hospice facilities is a reflection to some extent on the local community - not just a lack of community spirit but also the large amounts of money involved are beyond the resources of many poor areas.   As regards what they provide I think I have mixed feelings but as they gradually move to a broader attitude towards care my misgivings become less.   The Muslim question I think is complex. We might need a separate system - think Red Cross and Green Crescent . Perhaps a wing attached to ordinary hospices. The care needed may well be different particularly in grasping differences in attitudes towards death and active non-palliative treatment.-to6b62"	sken	24/2/2016 1:19 PM	0	0
37	7	1	"The modern use of the word hospice is just another example of the wonderful plasticity and adaptability of the English language.  As well as being incredibly welcoming of words from other langauges, and making up new ones, about a thousand a year according to the OED, it re-uses old ones.  Examples? Gay, nice (was ""exact""), guy (name>effigy>generic male term>generic people term, with sidetracks to mockery), car (car/t), bit (small fragment>digital atom)(see also tweet, tag, stream, friend), troll(mythical ogre>digital ogre), spam (meat of unknown origin>messages of unkonown origin. Hmmmm maybe not so re-used!)   To indict ""hospice"" with medievalism and incense is a petty criticism - as David says, if you want a different one think of of something better.  The tendency of Hospices to have saintly names is down to the honourable tradition of selfless giving associated with religion of all forms, that is about the only factor that excuses religion for all its other excesses.  Other societies, Moslem, Hindu, Sikh, Buddhist, have similar traditions of giving - do thye have hospices and what are they called?  English might be glad to aborb those words too!  John-814a6hyl2acb18ab6k"	John D	25/2/2016 8:29 AM	0	0
38	7	1	I have to disagree with Richard Lehman on this one (I think his musings on 'lust and rage' in the same blog are much better)   The NHS has rightly concentrated attention in recent years on the care of people at the end of life. We hardly hear any serious criticism of hospice care; the big problem with hospices is that they are too few and far between.Itwould bedecades before end-of-life care at home could be consistently at that level and suggestions thatgeneral hospital wardscould providehospice-standard care for those dying is disingenuous. Hospices achieve their reputation because they can concentrate on what they dobest. If hospices had to take undifferentiated emergencies day and night they would not cope either.   If we're going down the route of changing names because of historical associations, why stop at hospices? Let's change all the hospital names beginning with 'St.' and, while we're about it, all those beginning with 'Royal' because it could be offensive to Republicans!   I have no religious affiliations but, when I'm dying,I doubt that I'llworry about the beliefs of thoselooking after me if they're doing a good job.One's last days are probably notthe ones in which to make enemies! One of thehospitals in which I did some work was run by an order of nuns. I can honestly say it was the happiest working environment of any in which I worked and I know that was true for all other staff who included hindus and muslims. Religion never intruded into daily hospital life; my chats with the Sister Superior always ended in her saying 'God bless you' and if that was the worst thing anyone said to meit was a very good day.   If particular religious communities want end-of-life care specific to their beliefs that's fine; if the need is great enough I'm sure their communitieswill provide it; perhaps they even have better care at home.-w52c4eci0hwan8cxef7rlira6a9ba6a8al7d8i7g1	Maxim	25/2/2016 10:56 AM	0	0
39	8	1	You are MRCP Examiner and presenting this CXR and slide for the candidates taking the Exam, write your question   The X-Ray and Slide belong to the same patient-nkeaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa	alaminium	22/2/2016 11:52 PM	0	0
40	8	1	.Slide-Which clinical condition present like this?ShowingNodules,gutter wasting,Zdeformity of thumb(rt).   Picture-X-ray-Which non pulmonary condition has such radiological features showing nodular leisions?-Metastasis ,Rheumatoid Arthredides.-zn	Dr.Chid	24/2/2016 10:50 AM	0	0
41	8	1	That is OK, but if you try to make only one question which link both CXR and picture of the hands, so that the candidates can interpret the clinical signs and and X-ray findings and come with a unifying diagnosis, that would be more appropriate !	alaminium	24/2/2016 11:07 PM	0	0
42	8	1	Asbestos.   CXR could be asbestosis and asbestos can make autoimmune diseases such as rheumatoid arthritis more lightly. The hands show probably rheumatoid arthritis.	PatLush	24/2/2016 11:19 PM	0	0
43	8	1	In Response to Re: Write a question:   That is OK, but if you try to make only one question which link both CXR and picture of the hands, so that the candidates can interpret the clinical signs and and X-ray findings and come with a unifying diagnosis, that would be more appropriate !    Posted by alaminiumThank you .I just tried.	Dr.Chid	25/2/2016 3:06 AM	0	0
44	9	1	There are so many advances in last twenty to thirty years in investigations. But still I keep on getting patiets with atypical Rheumatoid Artheritis and SLE like symptoms, where I can not put a label on this patient.Recently I had a patient, 60 yrs old; having severe pain in small and large joints, particularly in MCP and shoulder joints on both sides. He became almost crippled as he could not grip and thing and he could not pick up any thing. All investigations were negative except ESR being 45 mm, and positive for CRP. He was referred to rheumatologist. He opined that in his opinion he is suffering from Psoriasis but could not be definite. Ultimately he is taking methotrexate along with steroids and NSAIDs.What percentage of this kind of patients remains unlabelled?	ranasaleem	23/6/2011 4:39 PM	0	0
45	9	1	"There are still patients that are not labelled, despite all the different markers and HLA typing.Clinical picture as we all were taught makes the diagnosis. The patient no doubt has a connective tissue disorder. I understand it does respond to treatment? The disorder may remain unlabelled, or eventually it will ripen to fit a certain ""label""."	yoram chaiter	23/6/2011 11:16 PM	0	0
46	9	1	Hi YoramYou are right; I find the clinical criteria for RA , OA and SLE more useful than these markers.This patient had obviously inflammed serous membranes of these joints. He is responding well.Do you find such patietns with normal ESR and normal CRP? I am greatly curious. Many a times I am certain that I will get these abnormal based upon history but these turn out to be normal; leaving at the end of my wits!	ranasaleem	24/6/2011 4:24 PM	0	0
47	9	1	In Response to Re: Investigations for rheumatoligical disorders, especially connective tissue disorders.:Hi Yoram You are right; I find the clinical criteria for RA , OA and SLE more useful than these markers. This patient had obviously inflammed serous membranes of these joints. He is responding well. Do you find such patietns with normal ESR and normal CRP? I am greatly curious. Many a times I am certain that I will get these abnormal based upon history but these turn out to be normal; leaving at the end of my wits!Posted by ranasaleem52Patients with spondyloarthropathies, such as PsA, can have normal inflammatory markers even with florid clinical inflammation present. Examination and experience should alert you to the possibility of PsA or other spondyloarthropathy.-t6	SKerrigan	26/6/2011 5:39 PM	0	0
48	9	1	"Hi, I have seen several cases that came out negative serologically, but later ""cooked up"" to become a full blown connective tissue disorder, by then showing all the serological charateristics of connective tissue disease.Then you have the seronegative connective tissue disorders, that might present with many clinical features without laboratory markers."	yoram chaiter	26/6/2011 9:56 PM	0	0
49	9	1	Joint pain can be a manifestation of disorders confined to the joint and also of a number of systemic disorders. Identifying the cause of joint pain, therefore, can be difficult because of extensive differential diagnosis. In some cases the diagnosis may be hindered by atypical presentation (as in the elderly or immunocompromised), or masked in those with multiple comorbidities and / or symptoms. Consequently its prudent to keep the diagnosis open in patients who present with pain in multiple joints. For instance, what may begin as a monoarthritis may in course of time become polyarthritis, thereby necessitating a review of alternative diagnostic possibilities. Similarly, an elderly woman, diagnosed initially as RA, might later develop a molar rash and oral ulcer which would change the diagnosis to SLE.  A careful history and physical examination are essential which will help guide appropriate investigations and management. The most relevant aspects to decide are threefold: 1. 1 - Whether the underlying disorder is inflammatory or not. 2. 2 -Establish the type of onset (acute or otherwise), and its subsequent evolution (i.e. self-limiting, monoarticular, polyarticular symmetrical, polyarticular non-symmetrica. and  3. 3 - The presence of associated extra-articular and systemic manifestations (e.g. fever, rash, eye involvement, bowel symptoms, Raynauds, etc.) The majority of conditions are benign and self-limiting, but a minority (trauma, sepsis, gout) may require an urgent assessment and treatment.  Presently, in many rheumatologic disorders, applying information from various imaging modalities, such as conventional radiography, CT, MRI, arthrography, bone scintigraphy, and ultrasound within the context of the patients history and clinical presentation can help select the best test and lead to a reliable diagnosis, appropriate therapy, and overall better patient care with lower costs and risks.-cg5caaaaa7daaa7paaa00a617107c01a0	csm@csm	27/6/2011 5:51 AM	0	0
